"label","text"
"1","Dit boek heeft me geraakt. Ik ben weer iets over de tweede wereld oorlog te weten gekomen wat ik eigenlijk nog niet wist. Hoewel er wat onwaarschijnlijkheden in het boek zitten was dit treurige en soms hartverscheurende boek zeker de moeite van het lezen waard."
"0","Elke is biologiestudente en worstelt met haar leven. Ze worstelt met haar genderidentiteit. Ze is blijven hangen tussen kind en volwassenen, tussen man en vrouw.  ’s Zomers gaat ze naar haar oudtante Ko, die één is met de natuur. Ze helpt haar in de moestuin en ze constateert dat de vorm van het leven niet vanzelfsprekend is.  Eigenlijk voelt Elke zich als mens nergens thuis. Dan ontdekt ze ‘de wateraap’. Dit wezen voelt zich wél overal thuis, leefde soms op het land, soms onder water.  Dan gaat ze voor haar studie naar Wenen om te onderzoeken wat wat de missing link zou kunnen zijn tussen mens en aap: de ‘wateraap’  Het verhaal komt zeer traag op gang en kenmerkt zich door lange en moeilijk te begrijpen zinnen. Ik had de grootste moeite om te kunnen verplaatsen in de persoon Elke. Ik begreep haar gedachtegang niet en de geformuleerde zinnen kwamen onwerkelijk en vreemd op mij over.  Later in het boek, nadat ik mij echt door de eerste bladzijden heen heb geworsteld, liep het verhaal wat vlotter. Maar echt gemakkelijk te lezen is dit boek niet.  De boodschap, die de schrijver de lezer wil brengen is naar mijn idee ‘de worsteling met de identiteit’. Maar echt goed uit de verf kwam deze boodschap niet, vond ik."
"1","Bridge of Clay, het nieuwe boek van Markus Zusak, de schrijver van The Book Thief, maar geheel verschillend in stijl en verhaal.  Het verhaal gaat over vijf broers, Matthew, Rory, Henry, Clay en Tommy, die samen in hun ouderlijk huis wonen zonder hun ouders. Moeder is overleden en vader is daarna vertrokken. Het verhaal wordt verteld door de oudste zoon Matthew maar hij verteld het verhaal van Clay.  Het is niet chronologisch verteld maar je leest van verleden naar het begin van het verhaal tot nu. In het begin las het een beetje onwennig omdat ik nog in het verhaal moest komen en moest wennen aan het verspringen van de tijd, maar toen ik eraan gewend raakte werd ik geheel mee gesleept in het verhaal, en leerde ik de hoofdpersonen goed kennen, ook waar ze vandaan komen en hoe het zo gekomen is zoals het nu is. Er zijn puzzelstukjes die langzaam op zijn plaats vallen. Ik ben gaan houden van de schrijfstijl en van het verhaal, tegen het einde was mijn geboeidheid voor het verhaal een beetje afgezwakt maar ik wilde het hele verhaal wel te weten komen dus moest ik het wel echt uitlezen.  Het is prachtig geschreven, veel poëzie en woordspelingen zitten in het boek. Ook komen er veel opsommingen in, eigenlijk weet je pas op het einde van het deel of hoofdstuk wat er met sommige opsommingen bedoeld wordt. Voor mij las het langzamer dan dat ik normaal gewend bent omdat ik iedere zin tot me wilde nemen en alle woorden wilde sponzen zodat ik geen puzzelstukje zou missen. Voor mij is Zusak een echte meesterverteller en ik zal zeker uitkijken naar zijn volgende boek."
"0","Sarah Pinborough schrijft sinds 2004 boeken, thrillers en fantasy verhalen maar ook boeken voor jong volwassenen en televisieseries onder meer voor de BBC. Tot nog toe zijn twee werken van haar vertaald, Wat jij niet ziet en 13 minuten, de laatste is een jeugd thriller. Wat jij niet ziet is een psychologische thriller die echter bij momenten chicklit-achtig aanvoelt. Het verhaal komt traag op gang en kabbelt zo goed als heel het boek door. De auteur plaagt de lezer. Regelmatig laat ze vallen dat er dingen te gebeuren staan, dat het niet is zoals het lijkt maar dan is het wachten tot bijna aan het einde van het boek eer je enig zicht begint te krijgen over het hoe en wat. En tot zolang ontwikkelt het verhaal zich nauwelijks, zelfs op het saaie af en er is nogal wat herhaling. Op den duur begin je er zowat over te lezen. Het psychologische element komt ook nog eens helemaal ongeloofwaardig over. Het einde is dan ook nog raar. Op een bepaalde manier heeft Pinborough er wel naartoe gewerkt maar toch heb je het gevoel dat het zomaar out of the blue komt en blijf je verweesd achter. ""Dit boek wordt jouw nieuwe obsessie"" volgens Harlan Coben op de cover. Dat geldt misschien voor sommigen maar voor mij was het een teleurstelling. Quotes on the cover cannot be trusted, is hoe langer hoe meer mijn ervaring. Wat jij niet ziet leest verder wel gemakkelijk maar daar is alles mee gezegd."
"1","We hebben er even op moeten wachten, de nieuwe van Tess Gerritsen. De zondares verscheen echter vorig jaar al bij de boekenclub. Een paar maanden geleden kregen ook de niet leden de kans om de nieuwe Gerritsen te verslinden. Verslinden, want deze zevende thriller van haar hand is een bijzonder goed boek met een opmerkelijk sterk plot. In De zondares zien we Jane Rizzoli weer terug als de eigenzinnige detective uit Boston. Ze zit met de brute moordaanslag op twee nonnen in een bijna hermetisch afgesloten klooster. Patholoog-anatoom Maura Isles  de Koningin van de Doden  onderzoekt het lichaam van een van de slachtoffers, een twintigjarige non, en ontdekt dat deze onlangs bevallen is van een baby. De tweede non ligt buiten bewustzijn in het ziekenhuis. Niet veel later wordt Isles opgeroepen om een volledig verminkt lichaam te onderzoeken, gevonden in een achterbuurt van Boston. Ze staat voor een raadsel. Het lijk is ontdaan van zowel handen en voeten en het gezicht is als een masker van het hoofd gestroopt. Tot overmaat van ramp staat ook haar ex - de oprichter van een medische liefdadigheidsinstelling - na drie jaar weer voor haar deur. Toeval of heeft zijn plotselinge bezoek een andere reden? Detective Rizzoli weet zich zowel met de zaak van de vermoorde nonnen als haar eigen hormonen geen raad. Zeker wanneer blijkt dat de FBI, in de vorm van haar scharrel Gabriel Dean, ook bijzonder veel interesse heeft voor de zaak en zich weer meldt in Boston. Het moet gezegd. In De leerling  mijn kennismaking met Tess Gerritsen  had ik bij tijd en wijlen moeite met het karakter van detective Rizzoli en vond ik de auteur wat slordig omgaan met de vele lijntjes die niet bevredigend werden afgesloten. In De zondares is het hele andere koek. Gerritsen wist mij niet alleen warm te krijgen voor de nukkige Rizzoli,?ze smeedde zeer knap de verschillende verhaallijnen naadloos aaneen. Nagelbijtende spanning, huiveringwekkende details, humor, een vleugje romantiek en een bijzonder goed uitgewerkt plot zijn de ingrediënten van deze pageturner van Gerritsen. Vier verdiende sterren en een echte Must Read tip voor de vele fans van Mo Hayder en Karin Slaughter."
"0","Grof wild is een boek van Pieter Aspe, die volgens De Morgen schrijft op internationaal niveau. Dat is volgens mij niet van toepassing is op dit boek, maar wie ben ik om dat tegen te spreken? We kennen hem allemaal enerzijds van zijn bekende detectiveverhalen over Pieter Van In, een hoofdrechercheur uit Brugge, die samen met zijn team als een echte deus ex machina alle misdaden oplost binnen enkele dagen. Anderzijds is hij ons bekend van VTM, waar hij regelmatig een gastrol speelt in de serie Aspe. Spijtig genoeg komt Herbert Flack niet voor in deze thriller, het is een van de enige boeken van Pieter Aspe die niet draait rond inspecteur Van In en zijn team. De Tittel van het verhaal verwijst naar de locatie van het verhaal namelijk de Ardennen en naar de manier waarop het koppel opgejaagd word als grof wild. Ik heb er ongeveer een week over gedaan om het boek uit te lezen en vond het eerder een teleurstelling. De Standaard Boekhandel geeft me in ieder geval gelijk want het is het goedkoopste boek van Aspe en alleen verkrijgbaar op bestelling. Er gebeurt vrij tot zeer weinig in het boek maar misschien is dit wel omdat het net zo een kort boek is (123 pagina’s).  Het boek heeft in tegenstelling tot Pieter Aspe geen prijzen gewonnen. Hij won onder andere de Hercule Poirotprijs voor Zoenoffer, Humo's Gouden Bladwijzer voor De vijfde macht en de Hercule Poirot Oeuvreprijs voor Aspes gehele oeuvre. Aspe is een schrijver die begonnen is op latere leeftijd. Hij maake zij debuut toen hij 45 was (in 1995). Het boek dat ik gelezen heb, Grof wild, is voor het eerst uitgegeven in 1998. Waarschijnlijk is het boek veel eerder geschreven, maar is het pas na het succes van zijn andere boeken als publiceerbaar bestempeld, dit omdat het boek veel amateuristischer geschreven is en er geen sprake is van Van In.  Je merkt ook dat het een oud boek is aan onder andere de geschatte waarde van het telecommunicatiebedrijf van Victor Borremans dat geschat was op 1,2 miljard frank wat nu een 30 miljoen euro zou zijn. Ik vind het wel spijtig dat men dit niet aangepast heeft in latere drukken. Misschien is de auteur wel gewoon fervent fan van wiskunde, dat zou verklaren waarom het hoofpersonage plots met Pythagoras berekent hoe hij een ladder in de modder moet plaatsen om zo door het raam van een chalet te klimmen en dit allemaal met een gebroken been.  Om even samen te vatten: het verhaal gaat over Eva, de vrouw van een succesvol zakenman, genaamd Victor. Om hun 25ste huwelijksverjaardag te vieren, huurt ze een chalet in de Ardennen. Ze kiest voor de Ardennen omdat ze weg wil van de buitenwereld en niet wil dat Victor afgeleid wordt door zijn werk (cliché). Hier zal ze binnenkort geen last meer van hebben, want Victor gaat een miljardendeal sluiten met Japanners om zijn bedrijf te verkopen. Ze laat ook acteurs inhuren door een collega van Victor om hem bang te maken en zo de passie terug in hun relatie te krijgen. Wat ik een bizar en vergezocht idee vond. De acteurs blijken criminelen te zijn en het verhaal begint zo eindelijk spannend te worden.  Persoonlijk vond ik het geen goed boek en was ik wel vrij teleurgesteld. Ik had speciaal gekozen voor een boek van Pieter Aspe omdat ik er al eens een boek van gelezen had, het was er wel één over Van In. Ik moet wel toegeven dat het me ook aansprak omdat het een kort boek was en ik niet echt een goede lezer ben. Ik heb wel gemerkt dat een kort boek veel minder aangenaam is om te lezen omdat er veel minder details inzitten en het zich echt tot de hoofdzaken beperkt. Zo kunnen de karakters van de personages minder uitgediept worden en zo kun je je ook minder goed inleven in het verhaal. Om het mooi te verwoorden: Grof wild is een kort boek, maar Grof geschreven."
"1","Ik vond het vorige werk van Hayder maar zozo, maar nu springen de vonken eraf... De plot valt wat magertjes uit voor een thriller (daarom geen 5de ster), maar wat een briljante stijl hanteert ze toch als ze de aandoenlijke naïviteit van de Nanjing-chinezen diametraal tegenover de wreedheden van het Japanse leger plaatst. Daarnaast schetst Hayder een nuchter portret van de hedendaagse, zichzelf voorbijsnellende (en niet omkijkende) Japanse maatschappij a.h.v. de lotgevallen van de Engelse Grey, die ook nog steeds op zoek is naar zichzelf na een verschrikkelijke gebeurtenis uit haar verleden.  Een lezeres omschreef in een recensie Hayder's stijl als 'mooischrijverij': tja, Hayder heeft inderdaad geen behoefte aan rondvliegende ledematen om haar punt te maken; haar proza zorgt er wel voor dat de vroege premisse van naderend onheil je alsnog een slag in het gezicht verkoopt. Als je daar in slaagt, dan ben je een grote... Ach, kende het genre maar meer dergelijke 'mooischijvers'."
"0","Om even te reageren op Gudrun Voets wat mijn rescentie betreft... eerst en vooral zou ik aanraden even het boek Red Dragon ter hand te nemen en inderdaad niet de film te bekijken voor u zo stevig van leer trekt want de film is inderdaad maar een flauw afkooksel van het boek van Harris. Dat ik kleinburgelijk zou zijn en enkel het talent van eigen bodem naar de dieperik wil kelderen houdt ook geen steek... zie maar naar de recensies die ik eerder publiceerde omtrent Jef Geeraerts en Johanna Spaey. Mijn argumenten houden wel degelijk steek!"
"1","Daar is het boek dan eindelijk! Het debuut van Soraya Vink, Persona. Hoofdpersonage Elvira Selas zat al een tijdje in haar hoofd en kreeg steeds meer vorm. Drie jaar lang schreef ze en deed ze research en nu is het resultaat. Op de cover direct een intrigerende quote “Hij is een crimineel, zij is een rechercheur. Broer en zus, is de familieband sterker dan de wet?”  Rechercheur Elvira Selas keert terug bij het politiekorps na een jaar onder de radar te hebben geleefd in haar geliefde Spanje. Door een verkeerd afgelopen infiltratie in het Naves-drugskartel, moest ze haar undercover carrière beëindigen. Ze gaat nu aan de slag bij de afdeling Zware Criminaliteit, waar ze weer moeten samenwerken. Direct wordt ze samen met haar team geconfronteerd met een dubbele moord. Bij de lichamen wordt een mysterieuze rouwkaart met een Latijnse tekst gevonden.  Persona is een spannende en originele thriller waar het zeker niet alleen om drugs draait. Er speelt veel meer in het soms ingewikkelde leven van rechercheur Elvira Selas. Haar plan om de boven- en onderwereld strikt gescheiden te houden is veel zwaarder dan gedacht en vraagt het uiterste van haar. Interessant is de cursieve toevoeging uit het politie of infiltranten handboek, waar Elvira probeert aan vast te houden en daardoor leer je haar nog beter kennen. Haar interne onrust wordt heel sterk en scherp verwoord door Soraya Vink en is voelbaar. Prachtig is de zin op bladzijde 327, waarin Soraya Elvira perfect typeert: “Er is iets in me wat zegt dat ik slachtoffers moet helpen zodra ze dat zelf niet meer kunnen. Zodat hun verhalen niet in een stoffig archief eindigen en ze vervolgens vergeten worden”.  Soraya Vink laat zien dat ze gedegen research heeft gedaan voor ze begon met het schrijven van Persona. Infiltratie, het leven van een rechercheur, maar ook (de geschiedenis van) Spanje kennen geen geheimen meer voor haar. Persona komt heel realistisch over, geen enkele gebeurtenis wekt enige twijfel op. De toevoeging van een zwarte, onbekende bladzijde uit de tijd van het Franco-regime is intrigerend en een sterk motief.  Persona gaat heen-en-weer in de tijd, maar is nooit enige verwarring in welk leven van Elvira je je bevindt. Door de toevoeging van het perspectief van de dader is het verhaal compleet van A tot Z. Ook de vertaling van het gebruik van het Spaans is heel speels verwerkt in het tekst en creëert geen moment twijfel. Aan het einde van Persona laat Soraya een klein deurtje open voor een eventueel vervolg, maar dat rijst er toch wel de vraag, in welke wereld zal Elvira dan leven?  Soraya schrijft met grote overtuiging alsof ze al vele thrillers op haar naam heeft staan en dit maakt van Persona een heel sterke (psychologische) thriller van een veelbelovende, nieuwe naam bij de Nederlandse misdaadauteurs. Ieder woord is raak, er wordt geen letter verspild en alles draagt bij aan het sterke plot. Met Persona heeft Soraya een zeer prettig, leesbare thriller geschreven met vaart, die absoluut smaakt naar meer."
"0","Dat het boek het aantal sterren van mij krijgt die ik gaf heeft te maken met het verwachtingspatroon. Als ""boek van het jaar"" in de Vrij Nederland Detective & Thrillergids verwacht je een thriller en dat is het in de verste verte niet.  Graeme Macrae Burnet (1967. Kilmarnock,VS) heeft een roman geschreven wat opgehangen is aan een drievoudige doodslag in een Schots gehucht in het midden van de 19e eeuw. Het boek is grofweg opgedeeld in drie delen, De realiteit weergeven door de bril van Roderick MacRae, het onderzoek en het proces, en het geeft je een mooie inkijk in het leven en de gedachtegang van die tijd. Het trage levensritme, het zware leven en het lijden van de gewone man zijn prachtig beschreven. Maar het verhaal is dunnetjes. Kracht van het boek is naast de reeds genoemde facetten de weergave van het verhaal zonder een bepaalde moraal mee te geven. De lezer wordt gevraagd na te denken en zelf te overwegen wat goed is of fout. Conclusie: helemaal geen slecht boek maar wat een raar iets dat het in de markt is gezet als thriller."
"1","In 1973 werkt Olga als hulpje in kapperszaak ""De Pijpekrul'' in Rotterdam. Ze is niet echt tevreden met haar leven en wil zo graag gelukkig worden met een man en kinderen, zoals haar vriendinnen dat hebben. Als Rutger haar leven binnenwandelt, heeft ze de man van haar dromen gevonden en doet ze alles om dat zo te houden. Veertig jaar later heeft Cassandra net haar relatie beeindigd. Ze heeft een huis gekocht in Rockanje en wil daar een nieuwe start maken en een praktijk als voedingsdeskundige beginnen. Haar toekomstplannen lopen anders als ze elke nacht een ijselijke gil hoort om dezelfde tijd. Ze gaat op onderzoek uit en ontdekt dat er 40 jaar geleden in haar woonhuis een man en een vrouw op afgrijselijke manier zijn omgebracht. De ontknoping van de moord blijkt voor iedereen gevolgen te hebben gehad...  Het verhaal van Judith omvat twee verschillende tijdsperiodes. Door de vrij korte hoofdstukken zorgt het dat het verhaal je blijft boeien en je door wilt blijven lezen. Het is totaal niet storend om steeds te wisselen van tijd, omdat de jaren '70 zo levensecht worden beschreven. Het verschil van toen en nu is daardoor heel goed van elkaar te onderscheiden. Bijna elk hoofdstukje eindigt met een spannend fragment, wat maakt dat je snel door wilt om meer te weten te komen. In de proloog wordt de spanning al goed weggezet en het hele boek blijft dat ook zo, nergens zakt het verhaal in en blijft het je verrassen en boeien. Je wilt weten wat er met Olga en Cassandra gebeurt en wat de twee vrouwen wellicht met elkaar te maken hebben. Je probeert zoals altijd bij een thriller mee te denken met de schrijfster, maar Judith zet je steeds op het verkeerde been en de verrassing bewaart ze voor het eind.  De personages zijn heel goed uitgewerkt. Je begrijpt waarom de twee vrouwen hun keuzes maken. Vooral de achtergrond van Olga laat me snappen waarom ze zo wanhopig op zoek is naar de 'ware'. De titel kan ik niet uitleggen zonder iets te verraden van het verhaal. Daarvoor moet je het gelezen hebben, zodat je weet welke bijzondere reden Judith hiervoor heeft. Ik vind dit weer een heerlijke thriller van Judith's hand. Voor haar fans herkenbaar door haar bijzondere manier van vertellen: ze kan je laten gieren van de lach maar ook misselijk maken door haar manier van beschrijven. 'Vreemden in de nacht' vond ik iets minder rauw dan we doorgaans van haar boeken gewend zijn. Mijn verwachting van dit boek was vrij hoog, aangezien ik bijna alle boeken van Judith heb gelezen en ze allemaal heb verslonden. Ook deze keer heeft de schrijfster dit voor mij weer waargemaakt! Een echte aanrader dus!! Maar met waarschuwing: als je begint, wil je m niet meer wegleggen!!"
"0","Walter Raam begeeft zich in een kunstenaars wereldje waar alles alleen lijkt te draaien om geld, seks , drugs en af en toe het verkopen van een schilderij. Op een rauwe en realistische wijze wordt de doelloosheid en oppervlakkigheid van dit leven in beeld gebracht. Best een aardig boek, maar geen topper."
"1","Nilgün beschrijft in korte verhaaltjes een aantal jaren van haar leven en vooral ook de relatie met haar moeder. De verhaaltjes springen in de tijd heen en weer en het geheel is humorvol uitgewerkt."
"0","Ik vind het niet fijn hoe het geschreven staat en de verhaallijn vind ik ook niks. Ik had dit niet verwacht van J.K.Rowling. Het lijkt op een fanfictie verhaal."
"1","Dit boek is in feite een sequel van 'De kunst om in koor te huilen'. Het kan apart gelezen worden maar met het eerste boek als achtergrond is het toch heel wat interessanter. Allan is nu een volwassen man geworden en heeft bepaald geen goede herinneringen aan zijn jeugd. Als zijn vader sterft, staat hij dan ook niet te springen om zijn moeder te bezoeken, maar hij doet het toch, samen met zijn zus, Sanne. Beiden zijn psychologisch bepaald nog altijd niet stabiel te noemen. Hun bezoek aan het ouderlijk huis zet een aantal ontdekkingen en ontboezemingen in gang over het reilen en zeilen van het vroegere gezinsleven. Ook hoe Allan's vader gestorven is, blijkt nogal mysterieus te zijn en Allan zet alles op alles om dit verder te onderzoeken. Het verloop van het verhaal doet uiteraard denken aan het eerste boek, en is daarom niet meer zo verrassend. Toch kan je enorm goed meeleven met alle personages. Het is opnieuw zeer intimistisch en zwart komisch geschreven. De personages zijn zo onschuldig en naïef en hun plannen lopen nooit echt zoals voorzien. Het is echt de moeite om er je verder in te verdiepen als je het eerste boek al uit hebt. Hoewel het in dezelfde trant geschreven is en het verrassingseffect toch wat weg is, blijft het een super goed boek!"
"0","De titel van de recensie geeft weer waarover het boek gaat. Hij is verkocht als een roman maar kan zeker ook doorgaan voor een psychologische thriller. Voor mij is het echter een mooi pamflet over de houding van onze maatschappij tegenover verkrachtingen dat hier mooi verwerkt is in een thriller. Ook de problemen met drugs komen ook zeer goed aan bod. Het boek heeft ook alle elementen van een thriller. Dochter verdwijnt. Dood aangetroffen na lange tijd. Wie zijn de daders? De politie heeft een vermoeden maar daar blijft het bij. De moeder gaat zelf achter de waarheid en rijpt in . Dit alles komt haar zwaar te staan. Deze keer grijpt de politie wel in en stuurt de moeder naar de gevangenis.  Besluit: We dronken een glas, we p... een plas en alles bleef zoals het was. D.w.z. dat wat in het boek beschreven is, komt vandaag, morgen en overmorgen in de werkelijkheid steeds opnieuw voor.  Wat de kaft betreft vind ik het niet geslaagd. Wat de vertaling van de oorspronkelijke tittel: Kata naar ik zal straffen is wel ver gezocht.   Ik geef maar twee sterren daar het als thriller zijn doel voorbij schiet. Als pamflet , aanklacht, is het OK."
"1","Ik heb eigenlijk niet de gewoonte om recensies te schrijven over het werk van mijn collega's (inderdaad, ik schrijf ook thrillers, zie maar op www.stefaanvanlaere.be of elders op deze site), maar dit keer wil ik graag een uitzondering maken. En wel voor Bavo Dhooge, wiens verzameld thrillerwerk ik hier in één keer graag zou roemen omdat hij een originele stem in thrillerland laat luiden. Ik heb nog niet alle vier zijn thrillers over Pat Somers gelezen (sorry Bavo, maar dat verdomde tijdsgebrek nietwaar...), maar die ik wél gelezen heb (SMAK, Spookbloem en het begin van Star) wisten me bijzonder te bekoren. Bavo balanceert namelijk vakkundig op het slappe koord tussen hilarische toestanden, kitsch, pulp en camp met een zelden geziene flair. En dan zijn er natuurlijk nog zijn andere boeken die hij welhaast sneller schrijft dan de lezers ze kunnen lezen.Kortom, een schrijver naar mijn hart die ik hier graag warm zou aanbevelen. En nee, Bavo heeft mij NIET omgekocht om deze lovende woorden te schrijven, ik meen ze ook. Er is genoeg naijver in de wereld, dacht ik..."
"0","""Lichte Jaren"" is het eerste deel in een reeks boeken over de familie Cazelet. Het geheel beschrijft de periode van eind jaren '30 tot na de Tweede Wereldoorlog. We lezen in dit deel met name de belevenissen van de familie tijdens hun zomervakantie van 1938 in Sussex.  Dit deel heeft mij geen enkel moment echt weten te bekoren. Het verhaal kabbelt voort zonder dat duidelijk wordt wat de gedachte is. Hierbij moet wel worden opgemerkt dat er taalkundig gezien mooie zinnen voorbijkomen. Het wordt alleen nooit echt een geheel.  Vermoedelijk is dit deel bedoeld als inleiding voor het vervolg van de serie. Dat zou dan betekenen dat de delen niet afzonderlijk gelezen kunnen worden. Ik vind dat een kwalijke zaak. Natuurlijk kunnen de vervolgdelen meer actie en intriges bevatten maar het vereist wel veel doorzettingsvermogen je door deze inleiding van ruim 500 bladzijden te worstelen. Bovendien moet ""Lichte Jaren"" afzonderlijk van de vervolgen worden beoordeeld.  Wellicht is dit verhaal meer geschikt voor een vervolgserie op televisie...  Het ontbreken van een afgerond geheel en het oneindig kabbelende verhaal maken dat ik in mijn beoordeling voor dit boek niet verder kom dan 2 sterren."
"1","In het boek altijd het bruidmeisje volgen we het leven van de 31-jarige Maddie.  Maddie werkt als assistent-eventplanner voor haar onmogelijke bazin Shona. Als er kans is op promotie grijpt ze deze met beiden handen aan. Ze begint aan een enorme uitdaging, namelijk het organiseren van een naamfeest waar niets te gek voor is. Maddie probeert wanhopig indruk te maken op de directie, maar gaat dit haar ook lukken?  Tijdens haar werk als eventplanner leert ze Will en Tom kennen, twee totaal verschillende mannen. Will is altijd in voor een lolletje, terwijl Tom juist een stuk gereserveerder is. Maar voor wie moet Maddie kiezen?  ‘Hij was leuk om te zien, dat kon ik niet ontkennen. Bruine ogen, maar lichtbruin- een beetje goudachtig als je er recht in keek – en zijn zwarte haar was kort op zijn hoofd geschoren, wat hem de uitstraling van action man gaf maar hem stond het wel’   Alsof het leven van Maddie nog niet ingewikkeld genoeg is gaat haar ene beste vriendin trouwen en de andere scheiden. Natuurlijk is Maddie enorm gevleid dat ze Laurens’ bruidsmeisje en ceremoniemeester mag zijn, alleen legt deze verantwoordelijkheid wel een enorme druk op hun vriendschap. Aangezien Lauren zich ontpopt als een echte bridezilla. Ondertussen probeert ze Sarah zo goed mogelijk door de scheiding heen te helpen, in de vrije tijd die ze amper nog heeft.  In het begin van het boek vraag je jezelf af waar het verhaal precies heengaat, er gebeurd zoveel dat het eigenlijk lastig is om te volgen. Als lezer moet je hier wel van houden. Als je eenmaal in het verhaal zit, wil je blijven lezen. Het boek is gewoon een heerlijke chicklit geschreven met een dosis humor waar je blij van wordt, want lachen bij ‘altijd het bruidsmeisje’ dat gaat sowieso gebeuren. Natuurlijk is het verhaal hier en daar over de top, maar dat past helemaal in het verhaallijn van dit boek.  Een extra tintje in dit boek is dat Maddie bij elk hoofdstuk een dagboek bijhoudt als bruidsmeisje. Deze worden natuurlijk komisch ingevuld. Een heerlijk begin van een hoofdstuk. De cover past bij het verhaal, is zomers, vrolijk en je wil meteen lezen waar het boek precies over gaat.  Als je houdt van chicklits, geschreven met humor, kan dit boek niet ontbreken in je boekenkast of voor aankomende vakantie in je koffer. Al moet ik wel zeggen dat het misschien geen aanrader is als je nét een bruiloft moet organiseren voor een bridezilla ;)  Bedankt uitgeverij: Boekerij voor het recensie-exemplaar."
"0","Franck Thilliez is een guitig ogende dertiger. Vorig jaar bracht hij het sombere Noord-Frankrijk tot leven in het huiveringwekkende Het gruwelhuis. Het was zijn debuut in Nederland en Vlaanderen en het ging meteen in 7500 exemplaren over de toonbank. De reacties waren verdeeld. Sommige recensenten bejubelden de poëtische manier waarop Thilliez vorm gaf aan ‘la Bête’, een psychopaat pur sang, anderen vonden de gruwel onverteerbaar. Schaduw van de Beul is geen vervolg op Het gruwelhuis, maar heeft er wel veel kenmerken van. De horror swingt de pan uit. Als je daar niet van houdt, kan je Schaduw van de Beul best links laten liggen, want andere opmerkelijke kwaliteiten heeft het boek niet.  De hoofdpersonages zijn Cathy en David. Samen met hun dochtertje Clara vormen ze een redelijk gelukkig gezinnetje, Cathy is verslaafd aan tranquillizers en David balsemt lijken. Hij schreef onlangs een misdaadroman (rond inspecteur Jack Frost) en sindsdien worden hij en Cathy gestalkt door een waanzinnige Miss Hyde.  Het aanbod van een Arthur Doffre, een rijke, zwaar gehandicapte man, komt als geroepen. Hij wil David inhuren als ghostwriter. David moet hem een rol geven in zijn volgend boek en Doffre wil dat dat boek over Beul 125 gaat. Hij wil de geest van die seriemoordenaar doorgronden, zijn beweegredenen en zijn obsessie met getallen. Beul 125 vermoordde ouders na een langdurige marteling in het bijzijn van hun kinderen. De kinderen liet hij gaan nadat hij zijn handtekening, een mysterieus getal, op hun hoofdjes tatoeëerde. Doffre wil David rijkelijk belonen voor zijn pennenvrucht, en bovendien neemt hij hem en zijn gezinnetje mee naar zijn bungalow in het Zwarte Woud. David kan daar ongestoord schrijven en Cathy kan tot rust komen. Natuurlijk pakt het anders uit. De bungalow staat verloren in het immense bos, de sneeuw ligt meters dik, er sluipen bloeddorstige lynxen en een vreemd creatuur rond, de telefoon doet het niet en als kers op de taart hangen er kadavers van varkens voor het raam. Dat laatste als wetenschappelijk experiment van een groep entomologen, een beetje zoals the bodyfarm van Bill Bass (zie Het lijkenhuis uit 2006 door Jefferson Bass).  De spanning tussen de bewoners van de bungalow bereikt snel een hoogtepunt, maar de gebeurtenissen doen er nog een schepje bovenop. En nog een schepje. En nog… Je staat versteld van de massa ellende waar Cathy en David in verzeild raken. Gevoelige lezers zullen al snel afhaken. De literaire genotzoeker ook, want het boek verdrinkt in de uitroeptekens en het amechtig gehijg. Waar is de poëzie van Het gruwelhuis naartoe? Wat overblijft is spanning en horror. En, toegegeven, een verrassende ontknoping. (deze recensie verscheen eerder op ezzulia.nl)"
